id,amountInBucket,inheritedFromLastWeek,amountToDeduct
222,6000,True,0
223,5000,True,0
224,4000,True,0
225,3000,True,0
226,2000,True,0
227,1000,True,0
228,0,True,0
229,0,True,0
230,0,True,0
231,0,True,0
232,0,True,0
233,0,True,0
234,0,True,0
235,0,True,0
236,0,True,0
237,0,True,0
238,0,True,0
239,0,True,0
240,0,True,0
241,0,True,0
242,0,True,0
243,0,True,0
244,0,True,0
245,0,True,0
246,0,True,0
247,0,True,0
248,0,True,0
249,0,True,0
250,0,True,0
251,0,True,0
252,0,True,0
253,0,True,0
254,0,True,0
255,0,True,0
256,0,True,0
257,0,True,0
258,0,True,0
259,0,True,0
260,0,True,0
261,0,True,0
262,0,True,0
263,0,True,0
264,0,True,0
265,0,True,0
266,0,True,0
267,0,True,0
268,0,True,0
269,0,True,0
270,0,True,0
271,0,True,0
272,0,True,0
273,0,True,0
274,0,True,0
275,0,True,0
276,0,True,0
277,0,True,0
278,0,True,0
279,0,True,0
280,0,True,0
281,0,True,0
282,0,True,0
283,0,True,0
284,0,True,0
285,0,True,0
286,0,True,0
287,0,True,0
288,0,True,0
289,0,True,0
290,0,True,0
291,0,True,0
292,0,True,0
293,0,True,0
294,0,True,0
295,0,True,0
296,0,True,0
297,0,True,0
298,0,True,0
299,0,True,0
300,0,True,0
301,0,True,0
302,0,True,0
303,0,True,0
304,0,True,0
305,0,True,0
306,0,True,0
307,0,True,0
308,0,True,0
309,0,True,0
310,0,True,0
311,0,True,0
312,0,True,0
313,0,True,0
314,0,True,0
315,0,True,0
316,0,False,0
317,0,False,0
318,0,False,0
319,0,False,0
320,0,False,0
321,0,False,0
322,0,False,0
323,0,False,0
324,0,False,0
325,0,False,0
326,0,False,0
327,0,False,0
328,0,False,0
329,0,False,0
330,0,False,0
331,0,False,0
332,0,False,0
333,0,False,0
334,0,False,0
335,0,False,0
336,0,False,0
337,0,False,0
338,0,False,0
339,0,False,0
340,0,False,0
